,Capstone,Thesis,Case Study,Feasibility Study,Total
acut,0.0,1.0,0.0,0.0,1.0
acycl,0.0,2.0,0.0,0.0,2.0
ad,6.0,6.0,13.0,8.0,33.0
ad8232,0.0,2.0,0.0,0.0,2.0
adaboost,0.0,3.0,0.0,0.0,3.0
adam,0.0,2.0,0.0,0.0,2.0
adamicadar,0.0,2.0,0.0,0.0,2.0
adapt,4.0,46.0,11.0,2.0,63.0
add,0.0,1.0,0.0,2.0,3.0
addin,0.0,1.0,0.0,0.0,1.0
addit,27.0,51.0,25.0,50.0,153.0
address,28.0,40.0,11.0,10.0,89.0
ade,4.0,0.0,0.0,0.0,4.0
adeo,0.0,2.0,0.0,0.0,2.0
adequ,0.0,6.0,4.0,4.0,14.0
adequaci,0.0,0.0,1.0,2.0,3.0
adh,1.0,0.0,0.0,0.0,1.0
adher,0.0,3.0,0.0,0.0,3.0
adhoc,12.0,2.0,0.0,0.0,14.0
adjac,0.0,0.0,0.0,4.0,4.0
adjunct,0.0,1.0,0.0,0.0,1.0
adjust,5.0,11.0,4.0,0.0,20.0
admin,52.0,0.0,0.0,0.0,52.0
admini,0.0,0.0,1.0,0.0,1.0
administ,3.0,3.0,10.0,0.0,16.0
administr,26.0,7.0,20.0,26.0,79.0
admir,0.0,0.0,0.0,2.0,2.0
admiss,6.0,9.0,0.0,0.0,15.0
admit,0.0,3.0,2.0,0.0,5.0
admittedli,0.0,0.0,0.0,2.0,2.0
adni,0.0,1.0,0.0,0.0,1.0
adob,2.0,0.0,0.0,0.0,2.0
adolesc,0.0,1.0,0.0,0.0,1.0
adopt,15.0,21.0,38.0,22.0,96.0
adult,0.0,3.0,2.0,0.0,5.0
adulter,0.0,0.0,1.0,0.0,1.0
advanc,39.0,38.0,13.0,20.0,110.0
advantag,7.0,14.0,13.0,8.0,42.0
advent,1.0,4.0,2.0,0.0,7.0
adventur,4.0,0.0,0.0,4.0,8.0
adversari,0.0,5.0,0.0,0.0,5.0
advertis,6.0,2.0,65.0,10.0,83.0
advic,0.0,2.0,1.0,0.0,3.0
advini,0.0,0.0,0.0,2.0,2.0
advis,6.0,2.0,1.0,0.0,9.0
advisor,3.0,1.0,0.0,0.0,4.0
advisori,9.0,0.0,0.0,0.0,9.0
advoc,4.0,0.0,0.0,0.0,4.0
adwei,3.0,0.0,0.0,0.0,3.0
adxl335,3.0,0.0,0.0,0.0,3.0
aeeargccmler,1.0,0.0,0.0,0.0,1.0
aera,1.0,0.0,0.0,0.0,1.0
aerat,0.0,0.0,0.0,2.0,2.0
aerial,0.0,1.0,0.0,0.0,1.0
aeronaut,0.0,1.0,0.0,0.0,1.0
aerosol,3.0,0.0,0.0,0.0,3.0
aesthet,0.0,13.0,0.0,2.0,15.0
afar,1.0,1.0,0.0,0.0,2.0
afatay,2.0,0.0,0.0,0.0,2.0
affair,0.0,0.0,1.0,2.0,3.0
affect,30.0,42.0,76.0,6.0,154.0
affin,0.0,1.0,1.0,0.0,2.0
afford,4.0,0.0,2.0,12.0,18.0
aforement,1.0,1.0,2.0,2.0,6.0
africa,0.0,1.0,5.0,2.0,8.0
african,0.0,1.0,8.0,0.0,9.0
aftersal,0.0,0.0,2.0,0.0,2.0
afterusag,0.0,0.0,1.0,0.0,1.0
afterward,0.0,1.0,1.0,0.0,2.0
age,1.0,3.0,5.0,8.0,17.0
agenc,5.0,8.0,17.0,24.0,54.0
agenda,0.0,6.0,1.0,2.0,9.0
agent,3.0,8.0,1.0,4.0,16.0
agentbas,3.0,1.0,0.0,0.0,4.0
ageold,0.0,0.0,0.0,2.0,2.0
agerel,0.0,1.0,0.0,0.0,1.0
aggrav,0.0,0.0,0.0,2.0,2.0
aggreg,3.0,8.0,4.0,4.0,19.0
aggress,0.0,3.0,3.0,0.0,6.0
agil,32.0,3.0,0.0,0.0,35.0
agood,1.0,0.0,0.0,0.0,1.0
agr,0.0,0.0,1.0,0.0,1.0
agrarian,0.0,0.0,2.0,12.0,14.0
agre,3.0,1.0,5.0,2.0,11.0
agreeabl,0.0,2.0,0.0,0.0,2.0
agreement,0.0,3.0,2.0,6.0,11.0
agri,0.0,0.0,0.0,12.0,12.0
agricultur,34.0,12.0,0.0,50.0,96.0
agriculturist,1.0,0.0,0.0,0.0,1.0
agrihotel,0.0,0.0,2.0,0.0,2.0
agrirel,0.0,0.0,0.0,2.0,2.0
agritour,0.0,0.0,3.0,2.0,5.0
agritourist,0.0,0.0,4.0,0.0,4.0
agritrad,0.0,0.0,0.0,4.0,4.0
agro,0.0,0.0,0.0,6.0,6.0
agroforestri,2.0,0.0,0.0,0.0,2.0
agroindustri,0.0,0.0,0.0,6.0,6.0
agronomi,0.0,1.0,0.0,0.0,1.0
aguil,0.0,0.0,1.0,0.0,1.0
agusan,15.0,1.0,30.0,52.0,98.0
ahead,0.0,0.0,0.0,2.0,2.0
aid,5.0,3.0,3.0,2.0,13.0
aiic,1.0,0.0,0.0,0.0,1.0
aiki,1.0,0.0,0.0,0.0,1.0
ailment,0.0,0.0,1.0,2.0,3.0
aim,57.0,44.0,62.0,56.0,219.0
aimsto,0.0,0.0,1.0,0.0,1.0
airbnb,0.0,0.0,1.0,0.0,1.0
airbnbcom,0.0,0.0,1.0,0.0,1.0
aircondit,0.0,0.0,1.0,0.0,1.0
aircraft,0.0,0.0,1.0,0.0,1.0
airentrain,0.0,0.0,0.0,4.0,4.0
airlin,0.0,1.0,7.0,0.0,8.0
airplan,3.0,0.0,0.0,0.0,3.0
airport,0.0,1.0,6.0,0.0,7.0
airqual,0.0,0.0,1.0,0.0,1.0
airtelp,0.0,0.0,1.0,0.0,1.0
ajax,2.0,0.0,0.0,0.0,2.0
ajqeulejsn,0.0,0.0,1.0,0.0,1.0
ajuappn,0.0,0.0,1.0,0.0,1.0
ajuo,0.0,0.0,1.0,0.0,1.0
ajuunwlwod,0.0,0.0,1.0,0.0,1.0
ajzen,0.0,0.0,1.0,0.0,1.0
akin,1.0,0.0,0.0,0.0,1.0
akoohi,1.0,0.0,0.0,0.0,1.0
alan,1.0,0.0,0.0,0.0,1.0
alarm,26.0,6.0,0.0,2.0,34.0
albaha,0.0,0.0,1.0,0.0,1.0
albas,0.0,2.0,2.0,0.0,4.0
albeit,0.0,1.0,0.0,0.0,1.0
alcoho,1.0,0.0,0.0,0.0,1.0
alcohol,63.0,0.0,0.0,0.0,63.0
alcoholrel,6.0,0.0,0.0,0.0,6.0
alen,0.0,1.0,0.0,2.0,3.0
alert,16.0,1.0,0.0,0.0,17.0
alexithymia,0.0,1.0,0.0,0.0,1.0
alexnet,0.0,2.0,0.0,0.0,2.0
algebra,0.0,4.0,0.0,0.0,4.0
algerian,0.0,0.0,3.0,0.0,3.0
algo,0.0,0.0,1.0,0.0,1.0
algorit,0.0,1.0,0.0,0.0,1.0
algorithm,17.0,230.0,1.0,0.0,248.0
algoritym,0.0,1.0,0.0,0.0,1.0
align,3.0,2.0,3.0,4.0,12.0
alin,0.0,0.0,1.0,0.0,1.0
alittl,0.0,0.0,1.0,2.0,3.0
all,3.0,0.0,0.0,0.0,3.0
alleg,0.0,0.0,1.0,0.0,1.0
allegedli,0.0,0.0,1.0,0.0,1.0
allevi,3.0,2.0,1.0,8.0,14.0
allign,0.0,0.0,0.0,2.0,2.0
alloc,5.0,8.0,5.0,8.0,26.0
allow,43.0,43.0,16.0,16.0,118.0
allur,0.0,0.0,1.0,0.0,1.0
alma,1.0,0.0,0.0,0.0,1.0
almighti,1.0,0.0,0.0,0.0,1.0
almost,2.0,5.0,5.0,2.0,14.0
alon,4.0,1.0,0.0,4.0,9.0
along,8.0,15.0,12.0,20.0,55.0
alpha,0.0,1.0,3.0,0.0,4.0
alpow,0.0,1.0,0.0,0.0,1.0
alquran,0.0,1.0,0.0,0.0,1.0
alreadi,19.0,2.0,10.0,12.0,43.0
alstudi,6.0,0.0,0.0,0.0,6.0
altem,1.0,0.0,1.0,0.0,2.0
alter,2.0,2.0,4.0,0.0,8.0
altern,23.0,9.0,14.0,10.0,56.0
although,0.0,5.0,11.0,2.0,18.0
altitud,2.0,0.0,0.0,0.0,2.0
alumni,5.0,0.0,0.0,0.0,5.0
alway,7.0,5.0,12.0,2.0,26.0
alzheim,0.0,2.0,0.0,0.0,2.0
alzsaenet,0.0,1.0,0.0,0.0,1.0
amang,0.0,0.0,1.0,0.0,1.0
amaz,0.0,1.0,0.0,0.0,1.0
ambago,0.0,0.0,0.0,12.0,12.0
ambassador,0.0,0.0,0.0,2.0,2.0
ambianc,0.0,0.0,7.0,0.0,7.0
ambienc,0.0,0.0,3.0,0.0,3.0
ambient,0.0,1.0,6.0,0.0,7.0
ambigu,0.0,4.0,1.0,2.0,7.0
amelior,0.0,1.0,0.0,0.0,1.0
amen,0.0,1.0,6.0,0.0,7.0
amend,0.0,0.0,2.0,0.0,2.0
ameobanet,0.0,1.0,0.0,0.0,1.0
ameobanetv2,0.0,1.0,0.0,0.0,1.0
america,0.0,0.0,1.0,0.0,1.0
american,0.0,2.0,2.0,4.0,8.0
amet,1.0,0.0,0.0,0.0,1.0
amid,1.0,0.0,0.0,2.0,3.0
amidst,0.0,0.0,1.0,0.0,1.0
amit,1.0,0.0,0.0,0.0,1.0
ammonia,8.0,0.0,0.0,0.0,8.0
amo,0.0,0.0,7.0,2.0,9.0
amoebanet,0.0,1.0,0.0,0.0,1.0
among,9.0,37.0,78.0,12.0,136.0
amongst,0.0,2.0,4.0,0.0,6.0
amort,0.0,0.0,2.0,0.0,2.0
amount,10.0,14.0,13.0,62.0,99.0
ampayon,6.0,3.0,0.0,0.0,9.0
ampl,0.0,1.0,0.0,0.0,1.0
amplifi,0.0,0.0,0.0,2.0,2.0
amplitud,0.0,1.0,0.0,0.0,1.0
amzi,3.0,3.0,0.0,0.0,6.0
anal,0.0,1.0,0.0,0.0,1.0
analog,2.0,1.0,0.0,0.0,3.0
analogu,0.0,1.0,0.0,0.0,1.0
analyi,0.0,1.0,0.0,0.0,1.0
analys,4.0,16.0,43.0,4.0,67.0
analysi,54.0,125.0,110.0,58.0,347.0
analysisth,0.0,0.0,1.0,0.0,1.0
analyst,0.0,2.0,0.0,0.0,2.0
analyt,6.0,16.0,4.0,0.0,26.0
analyz,28.0,54.0,48.0,20.0,150.0
anatom,0.0,1.0,0.0,0.0,1.0
anc,1.0,0.0,0.0,0.0,1.0
ancestr,2.0,0.0,0.0,0.0,2.0
anchor,3.0,0.0,6.0,0.0,9.0
ancient,0.0,0.0,0.0,4.0,4.0
ancillari,0.0,0.0,1.0,0.0,1.0
ancova,0.0,0.0,1.0,0.0,1.0
andhra,0.0,0.0,1.0,0.0,1.0
andi,4.0,0.0,0.0,0.0,4.0
andor,0.0,1.0,1.0,0.0,2.0
android,118.0,26.0,0.0,0.0,144.0
androidbas,1.0,1.0,0.0,0.0,2.0
anemia,0.0,7.0,0.0,0.0,7.0
anemomet,4.0,0.0,0.0,0.0,4.0
anfa,0.0,0.0,0.0,4.0,4.0
anfi,0.0,2.0,0.0,0.0,2.0
ang,0.0,0.0,2.0,0.0,2.0
anger,0.0,2.0,0.0,0.0,2.0
angl,0.0,5.0,1.0,0.0,6.0
angular,1.0,6.0,0.0,0.0,7.0
angularj,1.0,0.0,0.0,0.0,1.0
anil,1.0,0.0,0.0,0.0,1.0
anim,17.0,2.0,3.0,4.0,26.0
anin,1.0,0.0,0.0,0.0,1.0
anminictr,0.0,0.0,1.0,0.0,1.0
ann,0.0,2.0,0.0,0.0,2.0
annbas,0.0,1.0,0.0,0.0,1.0
anni,1.0,0.0,0.0,0.0,1.0
anniversari,0.0,0.0,0.0,2.0,2.0
annot,0.0,10.0,0.0,0.0,10.0
announc,1.0,1.0,1.0,0.0,3.0
annual,0.0,3.0,3.0,38.0,44.0
annuallli,0.0,0.0,0.0,2.0,2.0
annum,0.0,0.0,0.0,14.0,14.0
anomali,0.0,2.0,0.0,0.0,2.0
anonprob,0.0,0.0,1.0,0.0,1.0
anonym,0.0,3.0,0.0,0.0,3.0
anoth,14.0,10.0,6.0,12.0,42.0
anova,0.0,1.0,8.0,0.0,9.0
ansimictr,0.0,0.0,1.0,0.0,1.0
answer,22.0,4.0,21.0,8.0,55.0
antcoloni,0.0,1.0,0.0,0.0,1.0
anteced,0.0,0.0,5.0,0.0,5.0
antenna,0.0,11.0,0.0,0.0,11.0
anthracnos,1.0,0.0,0.0,0.0,1.0
antibrand,0.0,0.0,1.0,0.0,1.0
anticala,0.0,0.0,0.0,16.0,16.0
anticip,1.0,6.0,1.0,2.0,10.0
anticonsumpt,0.0,0.0,2.0,0.0,2.0
antimoney,0.0,1.0,0.0,0.0,1.0
antitheft,2.0,1.0,0.0,0.0,3.0
antithief,3.0,0.0,0.0,0.0,3.0
antongalon,0.0,0.0,0.0,4.0,4.0
antrecco,0.0,0.0,2.0,0.0,2.0
anunet,0.0,2.0,0.0,0.0,2.0
anxieti,0.0,6.0,0.0,2.0,8.0
anyon,0.0,2.0,0.0,0.0,2.0
anyth,0.0,1.0,1.0,2.0,4.0
anytim,3.0,0.0,0.0,0.0,3.0
anywaa,0.0,0.0,0.0,2.0,2.0
anywher,4.0,0.0,0.0,0.0,4.0
aodv,0.0,1.0,0.0,0.0,1.0
aorn,1.0,0.0,0.0,0.0,1.0
apach,8.0,1.0,0.0,0.0,9.0
apart,2.0,4.0,2.0,2.0,10.0
apc0416,0.0,0.0,1.0,0.0,1.0
apertur,0.0,2.0,0.0,0.0,2.0
aphinist,0.0,0.0,1.0,0.0,1.0
api,0.0,1.0,0.0,0.0,1.0
apn,0.0,0.0,1.0,0.0,1.0
app,0.0,4.0,1.0,0.0,5.0
appar,0.0,0.0,1.0,0.0,1.0
apparatu,0.0,0.0,0.0,2.0,2.0
apparatus,2.0,0.0,0.0,0.0,2.0
apparel,0.0,2.0,4.0,0.0,6.0
appeal,0.0,0.0,3.0,6.0,9.0
appear,2.0,9.0,2.0,6.0,19.0
appendix,0.0,0.0,0.0,2.0,2.0
appli,22.0,47.0,52.0,22.0,143.0
applianc,0.0,1.0,5.0,0.0,6.0
applic,359.0,139.0,48.0,40.0,586.0
applicat,0.0,0.0,0.0,2.0,2.0
applicatio,0.0,1.0,0.0,0.0,1.0
applicationa,0.0,0.0,1.0,0.0,1.0
applicationbas,0.0,2.0,0.0,0.0,2.0
appoint,4.0,1.0,0.0,4.0,9.0
apprais,0.0,1.0,11.0,0.0,12.0
appreci,6.0,0.0,3.0,0.0,9.0
approach,48.0,159.0,25.0,18.0,250.0
appropri,32.0,8.0,13.0,20.0,73.0
approv,5.0,0.0,15.0,2.0,22.0
approxim,6.0,6.0,7.0,12.0,31.0
apraftl,0.0,3.0,0.0,0.0,3.0
aprftl,0.0,1.0,0.0,0.0,1.0
april,3.0,0.0,2.0,0.0,5.0
apriori,0.0,5.0,0.0,0.0,5.0
aptitud,0.0,1.0,0.0,0.0,1.0
aqm,0.0,0.0,0.0,2.0,2.0
aqtibusi,0.0,0.0,0.0,2.0,2.0
aqua,9.0,0.0,0.0,0.0,9.0
aquabot,2.0,0.0,0.0,0.0,2.0
aquamodi,0.0,1.0,0.0,0.0,1.0
aquat,2.0,0.0,0.0,0.0,2.0
aquila,0.0,2.0,0.0,0.0,2.0
aquino,0.0,0.0,47.0,28.0,75.0
arab,0.0,24.0,6.0,0.0,30.0
arabi,0.0,1.0,0.0,0.0,1.0
arabia,0.0,5.0,5.0,8.0,18.0
arbitrari,0.0,1.0,0.0,0.0,1.0
arbitrarili,0.0,1.0,0.0,0.0,1.0
arboria,0.0,0.0,0.0,2.0,2.0
arcena,0.0,0.0,0.0,6.0,6.0
arcgi,3.0,0.0,0.0,0.0,3.0
archetyp,0.0,0.0,1.0,10.0,11.0
archi,0.0,1.0,0.0,0.0,1.0
archipelago,0.0,0.0,0.0,2.0,2.0
architec,0.0,1.0,0.0,0.0,1.0
architect,0.0,2.0,0.0,0.0,2.0
architectur,2.0,66.0,0.0,0.0,68.0
archiv,5.0,0.0,0.0,0.0,5.0
arcmap,2.0,0.0,0.0,0.0,2.0
ardabil,0.0,0.0,1.0,0.0,1.0
ardabili,0.0,0.0,1.0,0.0,1.0
ardui,1.0,0.0,0.0,0.0,1.0
arduino,55.0,7.0,0.0,0.0,62.0
area,85.0,45.0,121.0,122.0,373.0
arena,0.0,0.0,3.0,0.0,3.0
arent,0.0,0.0,1.0,0.0,1.0
argu,0.0,0.0,1.0,0.0,1.0
arguabl,0.0,0.0,1.0,0.0,1.0
argument,0.0,6.0,0.0,0.0,6.0
ari,1.0,0.0,0.0,0.0,1.0
arid,0.0,0.0,0.0,2.0,2.0
arima,5.0,0.0,0.0,0.0,5.0
aris,3.0,2.0,1.0,4.0,10.0
arisen,0.0,1.0,0.0,0.0,1.0
armad,0.0,3.0,0.0,0.0,3.0
armor,0.0,0.0,0.0,2.0,2.0
aroma,0.0,0.0,4.0,2.0,6.0
aromat,0.0,0.0,3.0,0.0,3.0
around,19.0,9.0,6.0,8.0,42.0
arous,0.0,1.0,0.0,0.0,1.0
arpof,0.0,0.0,0.0,2.0,2.0
arrang,2.0,4.0,17.0,4.0,27.0
array,3.0,6.0,0.0,0.0,9.0
arrear,0.0,0.0,1.0,0.0,1.0
arrhythmia,0.0,5.0,0.0,0.0,5.0
arriv,2.0,5.0,3.0,4.0,14.0
arrow,1.0,0.0,0.0,0.0,1.0
ars0609,0.0,0.0,1.0,0.0,1.0
arsenio,0.0,0.0,0.0,2.0,2.0
arsl,0.0,2.0,0.0,0.0,2.0
art,2.0,0.0,1.0,0.0,3.0
arti,0.0,1.0,0.0,0.0,1.0
articl,0.0,29.0,26.0,8.0,63.0
articolo,0.0,0.0,0.0,2.0,2.0
articul,0.0,2.0,1.0,0.0,3.0
artifact,3.0,5.0,0.0,0.0,8.0
artifici,2.0,33.0,1.0,8.0,44.0
artisan,4.0,0.0,0.0,0.0,4.0
artist,0.0,1.0,5.0,0.0,6.0
asal,0.0,0.0,0.0,4.0,4.0
ascertain,0.0,0.0,1.0,0.0,1.0
ascomput,0.0,0.0,0.0,2.0,2.0
ascrib,0.0,1.0,0.0,2.0,3.0
asexu,0.0,0.0,0.0,4.0,4.0
asgm,4.0,0.0,0.0,0.0,4.0
asian,0.0,1.0,0.0,2.0,3.0
asid,8.0,1.0,1.0,0.0,10.0
ask,0.0,1.0,3.0,0.0,4.0
aspect,9.0,12.0,23.0,108.0,152.0
aspir,0.0,0.0,2.0,2.0,4.0
asposeslid,2.0,0.0,0.0,0.0,2.0
asrulebas,1.0,0.0,0.0,0.0,1.0
ass,1.0,0.0,0.0,0.0,1.0
assault,0.0,3.0,0.0,0.0,3.0
assembl,1.0,2.0,0.0,0.0,3.0
assert,0.0,0.0,0.0,2.0,2.0
assess,39.0,38.0,83.0,8.0,168.0
asset,2.0,0.0,3.0,24.0,29.0
assign,16.0,11.0,12.0,6.0,45.0
assimil,0.0,1.0,0.0,0.0,1.0
assist,42.0,24.0,7.0,12.0,85.0
assocham,0.0,0.0,1.0,0.0,1.0
associ,4.0,12.0,23.0,66.0,105.0
assort,0.0,0.0,2.0,0.0,2.0
assum,0.0,5.0,2.0,2.0,9.0
assumi,0.0,0.0,0.0,2.0,2.0
assumpt,0.0,1.0,1.0,8.0,10.0
assur,7.0,6.0,12.0,6.0,31.0
astd,0.0,2.0,0.0,0.0,2.0
astronaut,0.0,1.0,0.0,0.0,1.0
asynchron,0.0,1.0,0.0,0.0,1.0
asystem,1.0,0.0,0.0,0.0,1.0
ate,1.0,0.0,0.0,0.0,1.0
atest,0.0,1.0,0.0,0.0,1.0
ath,1.0,0.0,0.0,0.0,1.0
athlet,0.0,11.0,0.0,0.0,11.0
ati,1.0,0.0,0.0,0.0,1.0
atiatihan,0.0,0.0,8.0,0.0,8.0
ation,0.0,3.0,0.0,2.0,5.0
atleast,0.0,0.0,1.0,0.0,1.0
atmega328p,2.0,0.0,0.0,0.0,2.0
atmospher,0.0,3.0,4.0,0.0,7.0
atrium,0.0,0.0,1.0,0.0,1.0
atrophi,0.0,0.0,1.0,0.0,1.0
attach,0.0,3.0,3.0,0.0,6.0
attack,5.0,58.0,0.0,0.0,63.0
attain,5.0,3.0,4.0,2.0,14.0
attempt,3.0,12.0,17.0,14.0,46.0
attend,6.0,6.0,2.0,0.0,14.0
attent,8.0,13.0,14.0,4.0,39.0
attenu,0.0,1.0,0.0,0.0,1.0
attifici,0.0,0.0,1.0,0.0,1.0
attitud,0.0,8.0,45.0,0.0,53.0
attngan,0.0,5.0,0.0,0.0,5.0
attract,0.0,10.0,24.0,8.0,42.0
attribut,1.0,45.0,31.0,0.0,77.0
attributebas,0.0,2.0,0.0,0.0,2.0
atyp,0.0,0.0,2.0,0.0,2.0
audibl,0.0,1.0,0.0,0.0,1.0
audienc,0.0,0.0,7.0,0.0,7.0
audio,0.0,4.0,0.0,0.0,4.0
audit,0.0,1.0,0.0,0.0,1.0
auedwiod,0.0,0.0,1.0,0.0,1.0
aueli,0.0,0.0,1.0,0.0,1.0
augment,12.0,22.0,1.0,6.0,41.0
augmentation—such,0.0,1.0,0.0,0.0,1.0
august,0.0,0.0,2.0,0.0,2.0
aunnwwod,0.0,0.0,1.0,0.0,1.0
aunti,0.0,0.0,1.0,0.0,1.0
aupagan,0.0,0.0,0.0,2.0,2.0
australia,0.0,1.0,0.0,0.0,1.0
australian,0.0,0.0,1.0,0.0,1.0
authent,4.0,18.0,10.0,0.0,32.0
authentica,0.0,1.0,0.0,0.0,1.0
author,24.0,30.0,7.0,16.0,77.0
authora,0.0,0.0,1.0,0.0,1.0
auto,2.0,2.0,5.0,0.0,9.0
autoencod,0.0,11.0,0.0,0.0,11.0
autoencoderbas,0.0,1.0,0.0,0.0,1.0
autom,89.0,33.0,1.0,0.0,123.0
automat,77.0,22.0,5.0,0.0,104.0
automata,0.0,2.0,0.0,0.0,2.0
automobil,2.0,0.0,7.0,2.0,11.0
automot,2.0,0.0,5.0,6.0,13.0
autonom,0.0,17.0,0.0,0.0,17.0
autoregr,0.0,1.0,0.0,0.0,1.0
autoregress,3.0,1.0,0.0,0.0,4.0
auxiliari,0.0,1.0,1.0,0.0,2.0
avail,51.0,25.0,29.0,58.0,163.0
availabilti,0.0,0.0,2.0,0.0,2.0
availabl,0.0,1.0,0.0,0.0,1.0
avalanch,0.0,1.0,0.0,0.0,1.0
avatar,0.0,0.0,1.0,0.0,1.0
avenit,0.0,0.0,1.0,0.0,1.0
avenu,1.0,2.0,47.0,28.0,78.0
averag,16.0,17.0,61.0,18.0,112.0
aviat,0.0,0.0,6.0,0.0,6.0
avif,0.0,0.0,1.0,0.0,1.0
avnir,0.0,2.0,0.0,0.0,2.0
avoid,26.0,12.0,30.0,2.0,70.0
await,0.0,0.0,0.0,2.0,2.0
awak,2.0,0.0,0.0,0.0,2.0
awaken,0.0,0.0,1.0,0.0,1.0
awar,29.0,11.0,32.0,14.0,86.0
away,1.0,1.0,0.0,14.0,16.0
axe,0.0,1.0,0.0,0.0,1.0
ayaa,1.0,0.0,0.0,0.0,1.0
ayjiqeureysn,0.0,0.0,1.0,0.0,1.0
ayurv,0.0,0.0,2.0,0.0,2.0
ayurved,0.0,0.0,1.0,18.0,19.0
ayurveda,0.0,0.0,1.0,4.0,5.0
b0335,0.0,0.0,1.0,0.0,1.0
baan,1.0,0.0,0.0,36.0,37.0
baba,0.0,0.0,1.0,0.0,1.0
babi,12.0,0.0,2.0,0.0,14.0
bachelor,1.0,1.0,17.0,14.0,33.0
back,7.0,3.0,8.0,4.0,22.0
backbon,1.0,2.0,0.0,0.0,3.0
backdrop,0.0,0.0,2.0,0.0,2.0
backend,1.0,3.0,0.0,0.0,4.0
background,1.0,6.0,6.0,0.0,13.0
backof,3.0,0.0,0.0,0.0,3.0
backofthebook,3.0,0.0,0.0,0.0,3.0
backpropag,0.0,1.0,0.0,0.0,1.0
backpropagationbas,0.0,1.0,0.0,0.0,1.0
backpropagationm,0.0,1.0,0.0,0.0,1.0
backteri,1.0,0.0,0.0,0.0,1.0
backup,4.0,1.0,0.0,0.0,5.0
backward,4.0,0.0,0.0,0.0,4.0
backyard,2.0,0.0,0.0,6.0,8.0
bacnelor,0.0,0.0,1.0,0.0,1.0
bacomo,0.0,0.0,0.0,2.0,2.0
bacteri,3.0,0.0,0.0,0.0,3.0
bacteria,3.0,10.0,0.0,0.0,13.0
bacterialcoloni,0.0,1.0,0.0,0.0,1.0
badger,0.0,1.0,0.0,0.0,1.0
badminton,0.0,3.0,0.0,0.0,3.0
bag,0.0,6.0,0.0,2.0,8.0
baikal,0.0,0.0,5.0,0.0,5.0
bake,0.0,0.0,1.0,2.0,3.0
bakeri,0.0,0.0,0.0,4.0,4.0
bakeshop,0.0,0.0,16.0,0.0,16.0
bakeshopp,0.0,0.0,4.0,0.0,4.0
bakeshoppeth,0.0,0.0,2.0,0.0,2.0
balanc,12.0,10.0,5.0,18.0,45.0
bale,0.0,1.0,0.0,0.0,1.0
balinghoy,0.0,0.0,0.0,2.0,2.0
balsamig,0.0,1.0,0.0,0.0,1.0
balsamiq,0.0,1.0,0.0,0.0,1.0
banana,0.0,0.0,0.0,14.0,14.0
banaybanay,0.0,0.0,7.0,0.0,7.0
band,0.0,1.0,0.0,0.0,1.0
bandung,0.0,0.0,5.0,2.0,7.0
bandura,0.0,0.0,1.0,0.0,1.0
bandwidth,0.0,9.0,0.0,0.0,9.0
bangalor,0.0,1.0,0.0,0.0,1.0
bangladesh,0.0,0.0,4.0,0.0,4.0
bank,12.0,12.0,88.0,18.0,130.0
banker,0.0,0.0,1.0,0.0,1.0
bankruptci,0.0,0.0,1.0,0.0,1.0
banksrur,0.0,0.0,1.0,0.0,1.0
banza,0.0,0.0,0.0,8.0,8.0
baon,6.0,0.0,0.0,0.0,6.0
bar,0.0,0.0,1.0,0.0,1.0
barangay,60.0,4.0,6.0,226.0,296.0
barbecu,0.0,0.0,0.0,2.0,2.0
barcod,1.0,0.0,0.0,0.0,1.0
bargain,0.0,0.0,2.0,0.0,2.0
bark,0.0,1.0,0.0,0.0,1.0
barmaid,0.0,0.0,1.0,0.0,1.0
barman,0.0,0.0,1.0,0.0,1.0
barmen,0.0,0.0,1.0,0.0,1.0
barobo,0.0,0.0,0.0,4.0,4.0
barrel,0.0,1.0,0.0,0.0,1.0
barrelshift,0.0,1.0,0.0,0.0,1.0
barrier,0.0,7.0,8.0,0.0,15.0
bartlet,0.0,0.0,1.0,0.0,1.0
bartlett,0.0,0.0,1.0,0.0,1.0
base,190.0,216.0,82.0,88.0,576.0
baseknowledg,0.0,1.0,0.0,0.0,1.0
basel,0.0,0.0,2.0,0.0,2.0
baselin,0.0,8.0,0.0,0.0,8.0
basi,10.0,12.0,20.0,4.0,46.0
basic,15.0,16.0,5.0,24.0,60.0
basicnet,1.0,0.0,0.0,0.0,1.0
basiscsr,0.0,0.0,1.0,0.0,1.0
batch,0.0,2.0,0.0,0.0,2.0
bate,1.0,0.0,0.0,0.0,1.0
bath,0.0,0.0,0.0,2.0,2.0
batik,0.0,0.0,6.0,0.0,6.0
batteri,0.0,1.0,0.0,0.0,1.0
battl,3.0,0.0,0.0,2.0,5.0
baug,0.0,0.0,1.0,0.0,1.0
bay,0.0,16.0,0.0,0.0,16.0
bayanihan,15.0,0.0,0.0,0.0,15.0
bayesian,0.0,4.0,0.0,0.0,4.0
bayugan,0.0,0.0,1.0,0.0,1.0
bcbmpc,0.0,0.0,2.0,0.0,2.0
bcmpc,0.0,0.0,2.0,0.0,2.0
bcont,0.0,0.0,0.0,2.0,2.0
bcpo,4.0,0.0,0.0,0.0,4.0
bcsat,4.0,0.0,0.0,0.0,4.0
be,0.0,1.0,0.0,0.0,1.0
beam,0.0,1.0,0.0,0.0,1.0
